id,geom,Unemployment Rate,Employment Rate,Family Identity Card,Death Rate,Migration,Registered Residents,Health Facilities,Mortality,Water Access,Internet Access,Electricity Access,Income per Capita,Population,Birth Rate,Households,School Enrollment,People Density,Average Age,Vehicle Ownership,Literacy Rate
159,POINT (106.052533 -2.204850),0.85,43.44,859719,92.95,4.91,31116,190539,30.01,24.29,1.96,66.84,9308115,67870,70.48,224680,74.0,3319,20,5,79.58
160,POINT (115.787583 -0.561655),63.13,56.98,801156,4.45,20.16,375320,337918,79.9,78.17,39.58,5.47,12292092,407389,14.79,565967,31.39,2241,71,4,85.86
161,POINT (124.545244 -1.794434),29.26,74.75,507064,53.99,52.2,690892,359924,27.24,91.75,40.89,1.7,3082321,509565,19.55,31811,10.77,19538,28,5,74.49
162,POINT (114.745976 -3.292459),4.39,63.96,451591,40.81,51.14,876023,713694,88.61,48.03,75.76,20.47,9198798,681295,22.23,850093,99.04,16824,30,5,76.69
163,POINT (112.861623 -8.034902),45.33,54.07,4847,62.97,95.68,665495,760209,46.75,48.81,39.69,87.91,10306921,292368,9.86,574828,98.4,13555,34,5,85.11
164,POINT (118.554489 -8.604477),25.73,73.9,166081,88.01,2.41,962453,198218,87.43,11.77,46.16,41.42,9525237,458373,48.53,907915,49.21,15804,56,4,58.1
165,POINT (121.455126 -2.437684),94.13,13.95,265173,10.96,77.44,790358,672391,87.4,2.94,38.03,74.7,8849939,748697,41.82,906732,87.69,23762,53,1,98.15
166,POINT (112.748268 -2.080711),7.31,42.46,550886,36.04,6.27,771563,88702,86.32,69.51,61.47,49.01,13801552,301617,98.56,204549,49.38,10896,41,5,11.49
167,POINT (101.456231 -0.966680),13.79,0.41,129991,14.74,10.09,816175,729612,98.7,82.37,97.04,61.3,11983772,515863,78.02,618992,21.98,11801,39,2,87.06
168,POINT (116.034243 -0.463274),89.59,65.18,259394,8.17,43.17,270294,762359,94.15,19.28,46.4,63.12,4301109,47440,15.75,80103,65.18,17203,46,5,57.18
169,POINT (139.223117 -5.729215),39.12,37.69,149405,20.11,85.21,260189,628130,8.13,45.58,94.63,70.89,3224724,222303,41.5,213269,96.37,10327,64,2,21.95
170,POINT (114.489546 -2.961690),17.63,11.26,918240,28.45,86.62,535257,671171,81.63,57.72,1.87,77.93,1246853,999419,67.75,567630,98.63,16178,41,5,19.82
171,POINT (105.132479 -4.237570),28.58,79.45,491311,45.52,88.04,978851,408485,5.29,93.5,63.77,59.96,12169735,748481,35.96,694069,41.0,5282,77,5,71.36
172,POINT (112.100725 -3.374260),65.71,38.77,821538,56.93,87.95,160321,24077,21.21,9.48,6.2,64.27,8332925,395329,33.94,244353,7.43,6167,51,0,86.84
173,POINT (115.512851 3.193791),75.94,29.31,643108,9.46,83.84,498201,783173,36.48,18.88,65.57,31.08,6197189,841718,64.14,129127,69.76,15382,62,3,75.25
174,POINT (140.674793 -3.307889),88.96,66.23,524588,38.82,4.76,346543,398019,59.96,53.53,75.37,77.38,10655067,67068,70.22,941146,73.0,15741,55,4,74.04
175,POINT (115.386403 -0.077923),89.06,54.85,903409,80.38,55.48,249096,907013,7.84,81.49,25.57,72.46,6804153,457049,89.07,366850,74.38,18082,72,0,31.07
176,POINT (98.470638 3.567185),45.88,96.36,409804,51.41,5.14,38742,596934,82.89,70.8,89.13,32.64,8966944,943079,28.12,211343,80.61,7936,54,1,7.64
177,POINT (103.062044 -1.452245),90.62,23.04,229600,40.19,53.6,718179,541780,1.68,92.44,28.24,25.06,11877325,421978,92.21,186997,81.73,14455,44,2,98.43
178,POINT (138.506768 -3.597882),30.36,69.26,428714,12.21,25.97,201673,225706,20.79,4.04,93.12,16.31,9961819,878305,40.19,984603,14.56,2628,21,0,7.82
179,POINT (121.694497 -1.885169),44.29,47.15,438495,92.2,23.21,838262,278540,58.79,40.04,76.46,24.57,4552841,430809,40.84,624491,66.57,15567,71,5,33.43
180,POINT (101.957437 -3.141444),12.73,83.95,734884,90.38,88.48,439469,749941,54.25,61.22,19.0,68.71,7967444,181904,63.46,133136,23.43,24275,58,1,46.75
181,POINT (105.714785 -4.984094),49.35,62.67,261462,2.79,79.54,162796,962928,72.55,79.37,36.86,47.34,5281015,995103,37.0,691938,2.76,10895,22,2,47.4
182,POINT (111.998648 -3.382790),82.02,39.61,208092,65.96,76.63,487551,805551,26.4,25.72,62.35,1.65,7166464,816331,9.89,176202,91.05,3840,74,2,36.79
183,POINT (136.378042 -3.848473),10.06,5.06,237900,17.4,68.57,174035,938376,33.27,87.61,8.94,75.7,13471152,600996,36.93,972439,22.31,18894,79,3,1.9
184,POINT (99.604852 0.289598),56.89,72.09,498613,67.91,1.54,523639,404445,25.64,71.06,74.19,79.75,13807834,13276,62.61,830998,34.32,2313,41,4,0.77
185,POINT (105.995438 -1.951763),30.31,3.21,908025,99.68,97.29,983482,295654,36.14,65.21,57.8,73.9,2892668,680011,73.49,608130,32.46,7820,28,3,18.33
186,POINT (102.311121 -1.121120),4.0,99.29,364974,94.47,24.31,986703,252731,3.24,42.5,47.98,41.8,5678754,486832,7.13,994852,56.02,16366,21,1,16.47
187,POINT (98.941329 3.616175),65.84,41.76,518765,35.11,30.28,524193,174803,75.93,54.14,85.81,30.12,14481634,69872,59.75,969850,78.09,17255,20,4,69.26
188,POINT (104.767034 -5.440074),29.34,55.7,680126,62.08,55.15,719940,153326,22.37,50.33,17.97,86.01,6368533,575141,99.82,782940,86.65,13608,58,5,69.11
189,POINT (104.245413 -2.057453),59.39,27.89,362082,1.66,26.04,343967,230556,16.31,48.79,58.29,28.85,2737084,267214,49.42,556846,78.84,18593,22,1,6.02
190,POINT (102.613024 -3.345103),79.07,77.09,358392,87.54,18.92,90527,362792,72.12,11.85,91.89,93.4,5041089,29939,7.52,170452,43.98,17447,33,2,45.99
191,POINT (103.092658 0.203287),81.97,46.21,550308,69.65,96.96,77386,259575,34.79,96.03,90.59,91.62,9454344,331218,5.93,757343,74.98,24812,65,1,99.95
192,POINT (103.057765 -2.649543),4.18,15.36,184973,14.62,50.79,234854,249242,53.58,31.24,94.81,9.47,4863136,212078,15.3,662482,28.81,15235,46,5,26.75
193,POINT (117.148168 -8.554090),32.91,38.87,815158,43.67,40.43,786924,360485,16.97,99.69,92.39,64.93,1287161,509386,38.73,93388,49.98,2978,35,4,3.96
194,POINT (112.514395 -0.717747),33.54,73.8,492838,1.54,30.01,138572,97958,88.95,33.23,84.25,3.0,13560058,221976,15.26,473390,3.92,18111,45,1,95.99
195,POINT (136.104453 -3.607352),91.47,72.25,981401,93.12,93.36,559249,308745,28.98,43.12,62.51,38.42,9936341,194120,49.99,476218,25.42,15328,40,4,37.68
196,POINT (113.067474 -8.277996),4.68,30.03,888610,13.78,6.61,297253,827693,33.36,88.86,27.04,65.8,5981281,700374,18.43,681260,40.44,3501,55,3,27.01
197,POINT (124.869355 -1.855612),82.85,42.48,384423,85.22,84.96,752683,13500,88.12,80.55,36.19,5.67,13868042,56307,4.1,213442,63.57,10176,77,2,46.15
198,POINT (121.032707 -2.160694),84.25,56.09,543025,84.1,8.4,41755,792069,1.55,50.5,48.33,57.68,7844474,104965,23.16,184787,68.0,5142,77,3,99.66
199,POINT (122.340269 -1.254512),91.6,14.78,99234,96.08,2.69,490454,617744,72.15,20.7,84.07,90.1,7235804,862650,27.48,827389,75.64,2322,31,5,1.8
200,POINT (100.217391 1.357861),64.52,46.7,407072,68.63,46.03,875289,502204,46.18,45.19,61.35,59.39,12180518,93891,15.97,862075,16.3,15051,51,2,81.91
201,POINT (95.684915 5.569430),54.99,14.0,152043,85.26,67.13,762046,392703,34.14,85.62,9.3,96.34,8577661,946270,7.27,633557,45.65,9436,38,5,54.31
202,POINT (133.157970 -1.821761),44.74,60.04,982796,50.73,93.79,18413,607961,18.06,46.56,8.49,2.91,11102548,395041,75.41,894932,26.36,2629,57,2,30.05
203,POINT (101.668559 -3.067863),55.19,71.2,473051,86.64,2.04,845318,102826,89.11,68.93,60.88,13.98,3733066,450810,47.49,487984,0.34,18132,66,2,81.56
204,POINT (109.419230 -7.045917),43.46,14.19,245017,87.26,21.25,774812,511045,95.34,35.11,22.29,19.19,14661248,364239,4.5,210756,17.59,12862,76,1,1.1
205,POINT (103.130950 -3.091957),72.88,81.5,191653,55.83,46.35,103507,139141,43.87,7.02,26.25,15.06,8687269,307039,27.36,337104,7.51,6598,63,4,21.66
206,POINT (106.684310 -6.032624),59.84,3.75,462211,42.66,32.23,378048,587742,28.59,74.32,41.52,31.75,11383998,403027,48.18,776351,83.11,23343,56,0,51.74
207,POINT (105.598396 -6.836915),90.15,52.11,826055,25.96,61.36,685268,608922,33.21,42.17,33.01,44.86,11081496,66734,29.56,334487,15.99,9025,39,5,28.25
208,POINT (102.402323 -3.770672),24.97,60.93,108162,99.66,40.78,897471,623566,28.29,70.28,12.77,6.21,12577534,829864,78.01,155250,39.19,16564,78,3,97.13
209,POINT (133.870512 -3.130143),25.66,24.08,7103,65.75,56.72,956762,917794,34.73,57.21,18.94,95.99,14279566,342028,33.33,981644,98.65,16550,70,3,52.06
210,POINT (132.577176 -0.914516),39.33,33.25,79627,45.82,34.51,619297,273104,23.34,31.15,35.83,82.57,11301463,655465,88.09,251240,16.97,16278,48,4,70.93
211,POINT (133.579697 -1.790080),9.28,55.54,51094,52.69,83.54,282176,383149,67.72,61.88,4.35,67.58,2542673,50417,98.11,733523,76.45,2602,61,0,98.74
212,POINT (122.248054 0.558826),83.63,85.65,820197,0.91,34.42,704019,960165,33.72,75.47,44.36,16.55,7924493,840275,6.29,684231,72.21,4467,25,2,14.98
213,POINT (112.405614 -0.355474),99.03,3.06,762891,77.05,36.75,360988,175999,41.88,89.97,26.1,39.05,13582651,880945,81.12,582030,73.5,12947,63,1,59.32
214,POINT (121.574294 -2.643380),56.85,61.44,950629,38.86,34.62,601170,435232,73.09,86.07,44.81,31.54,3645225,135648,43.39,913529,48.7,11419,49,3,11.67
215,POINT (108.070382 -7.232979),61.95,59.88,28105,35.74,13.62,344968,671784,50.37,80.13,36.81,52.96,12635247,149918,31.15,851711,74.91,6181,31,3,20.78
216,POINT (138.102506 -5.612559),85.33,53.91,681683,46.71,46.02,104610,95757,52.4,59.44,42.32,74.82,9136215,835200,91.04,242248,9.57,11337,53,5,55.02
217,POINT (115.659359 1.954802),26.75,4.38,30533,52.6,40.73,686404,35965,50.65,72.69,43.66,61.96,14402393,943821,48.46,264799,53.85,19528,42,0,43.69
218,POINT (127.182367 -0.339014),57.0,93.01,628991,45.94,9.84,220242,51222,71.48,79.22,50.83,95.57,8112472,497558,75.29,943756,3.23,4409,68,5,28.68
219,POINT (113.337252 -1.609919),73.66,54.46,130420,6.17,17.79,890937,617303,4.25,77.58,95.27,98.94,8365362,53753,33.58,894979,70.49,22613,77,2,97.36
220,POINT (114.497775 -1.003309),0.61,51.77,72544,35.66,86.77,333243,381509,77.71,75.06,59.94,27.19,13048771,331126,14.94,845327,99.57,17079,59,5,6.69
221,POINT (111.293363 -7.957832),48.46,96.03,681722,68.02,98.04,767281,242362,43.11,77.94,60.17,84.83,7054424,376597,2.32,898197,60.76,17029,36,4,31.81
222,POINT (120.999503 -8.912421),1.57,42.0,793572,13.96,77.12,137821,617764,52.04,21.09,67.49,81.29,4119910,969212,88.19,247589,83.61,7712,44,4,64.98
223,POINT (137.922973 -5.090804),82.82,27.48,748222,99.65,24.69,990076,94651,90.3,13.9,37.97,41.55,5659787,20496,71.68,506989,73.97,20072,74,5,68.75
224,POINT (101.844934 -1.229012),46.65,59.82,485764,84.81,4.94,237968,184885,27.39,7.9,62.41,81.99,13126704,984062,3.19,136965,73.54,12603,38,3,9.09
225,POINT (133.858206 -1.695195),83.2,79.12,345855,91.49,7.04,145360,972254,25.35,14.68,94.37,55.89,8598272,877877,41.2,360169,52.11,11222,38,0,70.76
226,POINT (115.693358 -3.604901),7.48,34.19,721245,75.16,66.65,653605,175799,96.27,17.07,1.5,78.26,13199435,502059,1.72,981762,86.98,4889,51,3,72.13
227,POINT (137.325010 -4.362126),42.03,47.32,601389,90.57,85.06,74524,493462,67.77,50.57,51.96,38.47,5689038,954402,86.86,23356,29.96,4574,26,2,46.1
228,POINT (103.349736 -0.153429),50.23,19.72,41220,26.36,26.18,576741,91028,7.76,4.26,86.61,58.04,13212594,628525,97.71,904679,44.66,2027,23,0,52.66
229,POINT (130.653664 -3.721427),75.68,66.84,296341,8.39,2.4,348244,457962,95.01,96.12,83.06,2.87,8795050,831303,87.03,122847,76.22,24881,38,2,95.44
230,POINT (101.392418 0.975751),87.61,26.6,604875,76.52,59.79,580158,138912,6.86,78.84,56.32,67.44,4421026,558572,50.22,916055,56.35,10550,29,5,98.91
231,POINT (101.819980 -1.314791),24.07,19.74,256311,35.63,67.54,642325,575979,31.02,94.63,88.3,20.36,2171239,80169,35.46,75702,69.36,16475,73,3,44.28
232,POINT (101.202589 -2.111338),10.91,32.31,716007,90.92,75.07,639154,990907,72.09,16.05,18.99,34.63,14837156,269544,38.73,148728,60.26,23912,58,4,34.56
233,POINT (140.596182 -2.698611),75.26,53.79,813327,38.75,12.64,125375,873401,92.84,38.69,86.38,22.67,8620169,826704,57.15,826250,87.77,14945,37,1,72.77
234,POINT (121.322354 -2.943861),58.66,93.13,309124,25.46,98.97,819447,480920,95.26,9.65,62.82,71.72,4231518,360772,10.4,918991,40.83,20606,36,3,46.99
235,POINT (109.228955 -7.275497),20.24,87.46,184284,86.74,3.8,548760,428446,61.55,61.93,87.72,96.01,13810485,592542,37.1,207274,4.87,1910,66,2,81.19
236,POINT (116.137467 2.811766),96.99,70.77,541321,77.54,59.0,809397,368607,34.34,7.27,13.46,73.17,8375438,889202,29.39,742268,99.29,16357,71,0,38.17
237,POINT (120.583071 -8.533270),88.26,66.16,807917,88.68,77.93,486250,338761,71.76,15.15,9.54,44.77,6814632,329258,39.87,791544,74.49,10537,64,4,50.09
238,POINT (112.305146 1.464002),79.51,75.79,982943,63.58,48.78,958386,709409,0.54,70.77,89.45,27.99,4036632,4536,10.98,581039,66.27,1783,75,0,83.81
239,POINT (139.733344 -4.133253),38.96,92.3,451253,75.82,1.51,176450,545544,25.53,9.53,0.72,35.88,11422504,922622,84.88,668188,53.69,20497,74,2,54.13
240,POINT (121.678003 0.833097),48.21,61.6,29476,93.73,90.71,274997,744359,86.03,51.88,90.68,90.68,14253088,341263,31.42,598186,72.13,6203,47,4,13.75
241,POINT (116.352313 -0.051070),15.67,62.99,309093,86.99,51.16,712049,132237,68.01,88.12,95.95,89.34,7806800,4316,15.33,813827,31.53,16590,71,5,23.71
242,POINT (109.783306 0.982920),67.21,17.3,403990,4.39,16.44,17963,538224,55.59,59.56,27.7,67.84,6548827,172570,73.34,401268,82.56,7241,55,1,42.56
243,POINT (96.415973 4.609521),97.1,63.32,835571,21.11,22.77,95018,190706,15.56,48.38,61.69,62.85,3116874,320551,88.66,781686,34.88,15655,76,5,21.36
244,POINT (136.202734 -2.982534),55.85,22.17,848908,58.07,94.52,695754,564536,34.29,95.68,30.96,25.19,5670900,320013,20.53,413356,98.7,3951,71,3,58.34
245,POINT (109.614324 1.163585),82.72,99.05,154856,73.16,64.73,704939,46473,98.96,37.05,92.46,40.84,14438301,25500,86.36,378553,38.56,12548,42,1,82.83
246,POINT (121.296261 -1.371864),23.78,63.64,359261,59.65,32.0,690969,299647,42.22,57.77,53.68,22.87,9838044,383197,75.0,684186,49.8,3032,31,1,73.48
247,POINT (122.181934 -4.379083),28.36,20.32,994673,0.48,66.39,839896,741110,38.24,98.23,63.26,51.65,5841049,74496,50.17,958424,68.93,9875,31,0,31.31
248,POINT (139.163694 -2.528542),82.6,0.9,663285,50.3,48.34,196735,658484,55.33,59.85,73.61,84.06,10358453,428624,96.3,125892,92.62,18756,33,2,65.7
249,POINT (134.465739 -5.689666),97.92,4.21,730907,26.86,53.5,185246,448930,38.05,22.72,82.05,44.11,6576837,190114,15.0,347408,14.02,12001,36,1,58.17
250,POINT (115.560524 2.075119),25.96,76.61,583580,46.26,46.86,114130,330142,67.96,89.89,24.48,35.21,2999724,108826,65.33,215610,5.54,14289,27,5,76.63
251,POINT (115.486724 1.230978),21.84,3.24,471529,59.66,43.1,16598,393526,34.2,63.69,75.1,49.19,9815304,663984,53.49,189174,99.67,23518,49,4,19.44
252,POINT (120.521729 0.592208),16.47,75.3,891595,63.69,89.51,882376,760109,69.78,76.19,11.1,91.6,1630316,95972,17.67,407693,53.88,14639,46,5,81.97
253,POINT (119.969592 -4.268899),4.81,75.34,816905,3.87,99.25,979191,463115,36.79,39.49,28.85,9.58,10820925,370751,99.98,323228,13.78,6561,74,3,13.73
254,POINT (126.722708 4.393044),39.21,75.04,202267,98.27,96.69,21394,776783,29.67,28.4,43.79,39.3,5084162,875543,96.42,883928,2.9,5563,28,5,76.21
255,POINT (105.288650 -5.152617),96.71,1.29,378879,83.87,46.58,425672,663463,12.48,56.22,1.15,87.31,9418952,771119,77.46,872624,29.22,12393,64,1,31.0
256,POINT (113.531163 -2.483424),97.01,83.04,192246,77.28,62.21,18443,830321,42.76,15.09,88.51,36.89,14895394,884028,34.29,983336,99.38,23919,25,1,79.71
257,POINT (115.342730 -3.735500),50.61,99.94,473725,8.79,73.62,125089,937298,3.75,67.72,15.79,46.11,8948956,777999,81.37,644416,22.97,12486,68,5,23.87
258,POINT (128.218941 -3.089751),33.59,24.61,209730,58.86,32.69,153960,679358,19.69,51.13,55.0,23.93,1967097,580402,84.77,758582,15.31,11501,80,1,0.94
259,POINT (124.013622 -5.939134),91.18,58.19,838855,61.34,6.85,156051,984011,58.01,39.43,29.41,17.72,11165984,404479,44.03,94500,90.0,1946,78,2,7.56
260,POINT (137.392685 -3.921882),48.58,52.25,111571,95.46,58.84,707487,600479,40.36,54.92,81.81,62.17,3372860,189721,93.42,975738,37.58,14943,48,5,36.24
261,POINT (114.504053 -0.453872),2.71,62.76,274173,40.88,32.88,485311,392737,69.51,32.39,78.32,88.58,13981414,810943,23.32,716304,66.79,14482,80,1,98.39
262,POINT (134.276228 -3.965073),21.47,15.82,765470,39.76,62.19,974303,69074,9.72,38.08,93.91,6.29,7658832,489254,16.87,935261,6.55,15688,43,3,17.66
263,POINT (103.669673 -2.813127),35.88,52.94,785306,25.15,17.97,351176,587976,52.37,80.37,48.43,62.81,8168341,993899,31.91,657821,3.19,7378,62,0,54.4
264,POINT (101.155172 1.781215),51.61,29.52,301843,1.94,74.4,803507,221760,94.67,9.92,39.64,23.7,9353909,810862,84.82,125943,95.08,16938,36,0,2.18
265,POINT (99.321749 1.251606),3.83,2.84,793213,58.86,2.75,927854,800060,92.7,90.83,21.48,94.92,8820090,119021,83.41,387559,90.65,8523,46,5,92.77
266,POINT (110.661577 -7.758171),73.88,72.9,601789,2.79,9.48,348675,432583,73.75,68.93,86.76,0.9,11757286,604897,64.42,623615,22.77,4954,63,2,87.05
267,POINT (140.729954 -4.076750),7.45,44.28,494942,86.45,49.87,401753,646800,75.38,65.54,33.92,61.92,5411540,657378,40.35,365226,7.97,3507,65,3,33.39
268,POINT (107.409758 -6.888725),21.82,94.78,143488,92.21,69.72,519013,33709,9.77,44.08,1.63,69.65,9591285,685595,81.2,557273,34.44,24155,45,0,92.56
269,POINT (114.991910 1.869494),9.91,84.08,309620,64.33,22.53,792765,540515,66.21,34.89,38.01,71.51,7661224,332987,44.43,842727,11.21,13324,71,1,57.17
270,POINT (137.925532 -1.720866),96.43,57.41,420349,7.08,67.38,847778,52645,66.54,5.74,22.6,35.06,3503182,762025,27.29,360798,10.84,4906,27,2,79.19
271,POINT (109.418286 0.047747),28.74,17.41,724351,26.7,53.03,723995,780112,97.2,39.11,19.72,63.39,7774161,740042,91.65,983974,55.69,2858,28,0,98.24
272,POINT (135.940717 -0.773265),25.61,67.38,827363,61.37,2.89,15524,432353,56.06,22.21,83.55,96.96,8531539,514149,30.48,557878,38.43,19357,80,4,5.72
273,POINT (140.135077 -4.734218),77.68,12.05,580871,17.74,16.68,61914,220181,28.76,87.53,5.01,80.79,8992270,357525,46.79,207692,77.62,10696,70,4,9.31
274,POINT (108.242342 -2.934090),3.6,65.3,352891,63.85,8.33,68717,190969,89.79,68.12,66.4,23.46,3744277,932983,96.01,667819,50.15,4196,55,4,92.17
275,POINT (98.135779 2.996982),24.92,66.32,619437,56.17,36.7,835504,964631,69.05,6.64,61.3,96.82,13242690,471392,84.5,864532,15.69,22508,30,1,2.94
276,POINT (107.604173 -3.044302),51.13,22.08,904172,36.34,72.69,966729,264160,26.91,44.79,28.34,14.28,7667493,633526,79.58,323165,41.57,1986,53,0,81.04
277,POINT (102.351060 -1.568809),47.14,72.51,41828,14.17,8.01,932963,650191,46.22,77.78,9.15,29.16,11877299,680386,18.95,205568,42.2,1349,22,3,42.67
278,POINT (98.953056 1.746614),97.86,13.38,258109,57.98,27.56,984554,312293,20.82,40.16,1.33,67.61,4753849,114379,27.16,206902,80.09,22762,76,0,76.56
279,POINT (102.922552 -1.218522),64.77,13.93,416658,27.38,91.54,531553,277122,84.7,0.94,64.16,64.77,9878334,336978,29.43,347496,27.38,13545,38,2,27.09
280,POINT (102.234733 -5.367318),26.86,0.86,326605,38.56,31.65,51799,992189,69.59,3.48,14.53,92.5,8563117,855818,42.16,442705,0.28,22773,55,2,73.91
281,POINT (114.045255 0.210231),92.62,57.33,996940,38.7,69.49,61320,404720,91.75,36.6,70.55,49.54,14422293,638980,40.98,205336,70.46,15017,28,3,33.71
282,POINT (136.344115 -3.094795),73.49,7.43,664827,87.65,30.39,797494,133289,25.38,69.13,90.25,55.34,7387059,98909,92.3,246733,41.15,3785,73,4,2.96
283,POINT (97.540028 4.208639),31.9,4.04,971162,84.07,94.64,939416,503837,50.94,82.78,13.98,63.56,7402734,215361,25.51,478702,65.15,3370,23,0,97.69
284,POINT (119.632904 -3.635071),19.75,3.9,174159,84.85,37.22,929436,583118,26.82,0.17,7.11,82.74,6012380,383054,69.39,216752,79.22,23588,34,4,74.17
285,POINT (122.466792 -4.292862),6.95,55.6,408464,61.42,0.99,580212,157433,7.55,40.21,40.05,44.3,14527391,89145,15.94,342343,53.42,13826,50,4,2.59
286,POINT (101.158352 1.449986),23.42,97.83,392264,23.66,80.12,654945,598089,66.77,60.37,49.32,98.94,13660358,450110,76.49,430557,94.46,22867,70,5,23.08
287,POINT (97.411339 3.612707),16.51,3.96,289067,60.3,22.84,777860,809885,45.74,18.42,62.59,74.08,2819175,131147,14.38,378377,3.39,10247,79,2,81.44
288,POINT (137.789391 -2.545868),34.16,96.9,692044,88.55,55.13,65498,401331,24.75,0.41,67.18,5.98,14313221,868420,94.93,549972,57.03,8877,70,4,26.94
289,POINT (114.864864 -2.513680),82.8,23.93,885521,1.42,77.05,697925,671965,99.91,47.76,76.86,2.47,7477370,212592,46.46,425156,12.27,23898,63,3,28.92
290,POINT (130.039376 -3.141827),44.19,77.88,838263,37.38,26.82,464329,727417,89.53,97.05,78.06,40.09,13453894,348336,12.16,831595,41.32,11915,52,3,53.25
291,POINT (134.001009 -1.640331),13.16,60.96,978512,74.39,19.33,656513,884214,96.73,51.52,9.69,14.71,7036548,513922,36.37,934871,47.88,12997,63,4,51.33
292,POINT (112.054767 0.017512),89.19,2.4,441041,26.28,39.91,603618,166521,24.27,30.76,18.64,97.53,12592417,460939,36.9,203637,51.37,17724,27,2,17.27
293,POINT (110.090093 -0.217346),49.66,67.31,368807,17.42,90.57,22866,919674,80.17,90.11,60.93,92.32,1775871,719715,4.64,165141,2.62,5853,50,2,79.34
294,POINT (138.626745 -3.245178),87.82,56.81,910613,25.18,83.32,140172,61485,59.62,61.31,28.75,66.59,6681006,241726,39.24,777666,10.16,17299,77,1,48.29
295,POINT (111.653234 -0.280722),45.15,97.65,547671,46.96,81.09,598758,548070,79.05,83.18,14.88,4.92,4810457,954700,67.73,668498,93.93,17418,51,4,63.62
296,POINT (131.253192 -7.813067),91.67,79.36,513139,97.29,69.23,184713,603318,22.75,1.76,72.63,69.98,4915078,473095,41.73,594947,24.29,21441,44,1,16.37
297,POINT (120.118187 -2.089351),36.3,6.67,876301,41.69,23.45,222757,844532,74.94,71.25,54.33,0.56,9437851,117834,33.7,422974,48.32,23509,68,2,75.83
298,POINT (122.885638 -8.345182),86.49,19.3,591353,79.32,54.75,828480,626171,10.94,89.92,70.6,79.44,14747701,871657,21.95,799083,53.35,13245,34,3,93.5
299,POINT (105.421382 -1.875058),88.62,73.03,448169,14.06,85.08,511459,864267,53.51,2.42,92.47,12.24,6249259,76413,93.09,555305,97.85,22044,68,3,18.35
