id,geom,Health Facilities,Electricity Access,School Enrollment,Literacy Rate,Income per Capita,Death Rate,Population,Migration,Mortality,Average Age,Households,Registered Residents,Water Access,Birth Rate,Unemployment Rate,Internet Access,Employment Rate,Vehicle Ownership,Family Identity Card,People Density
160,POINT (108.749443 15.362011),796871,59.05,65.05,2.83,4738849,43.52,435529,43.32,30.3,52,613895,150830,43.29,38.68,2.97,50.3,81.11,2,602130,15179
161,POINT (106.241186 10.729913),145396,10.1,68.17,24.97,8830288,92.78,345523,46.66,66.27,55,662371,934939,69.92,77.91,82.64,18.72,63.45,4,632402,21792
162,POINT (106.188376 11.575617),58813,28.35,56.11,96.2,10965503,59.17,633469,43.79,58.77,40,184172,92112,75.84,30.86,45.75,77.27,95.31,1,185013,6164
163,POINT (108.010241 13.930668),501086,12.86,88.27,12.79,2661602,5.54,368277,36.71,89.98,65,408270,914546,21.79,78.93,37.6,60.26,13.58,3,783545,19586
164,POINT (105.504769 21.946732),406122,56.94,46.81,55.45,4293591,49.27,100136,78.5,82.05,29,509211,280900,86.22,1.8,93.38,22.95,60.37,4,5489,4901
165,POINT (105.164381 18.565017),165414,63.39,11.24,57.8,12447196,40.86,998655,67.35,25.49,32,198883,880211,95.17,38.53,42.12,92.04,78.95,5,605263,20605
166,POINT (107.534399 14.700548),796262,49.11,15.88,18.69,4303027,93.02,424411,41.91,12.06,42,148736,835903,59.67,36.15,98.63,46.23,17.59,3,30183,10890
167,POINT (105.436496 20.888530),87064,62.12,23.4,39.49,7160406,98.38,726585,94.29,96.43,23,398278,930719,64.44,52.15,68.1,45.06,54.44,1,689825,22460
168,POINT (102.430951 22.641130),928688,15.62,25.13,3.05,14525526,4.48,387466,69.35,86.51,21,604983,48862,26.15,57.42,27.4,19.09,29.48,3,447267,11144
169,POINT (108.634515 12.110436),742761,83.09,78.59,81.73,9083344,19.59,696313,57.32,44.33,61,682638,630185,51.64,87.34,9.12,47.13,4.22,3,653661,4017
170,POINT (105.961796 9.292849),348475,18.17,89.12,65.83,4144838,61.48,292752,34.52,55.7,72,572756,804036,58.41,81.88,70.33,35.64,67.5,3,66267,9106
171,POINT (105.972567 9.618278),61233,19.1,78.89,27.34,14835817,78.86,745763,60.87,98.75,40,514060,988735,43.37,98.7,33.27,85.49,82.69,5,37505,17580
172,POINT (105.095061 22.071929),356454,92.71,45.89,72.58,13580328,97.41,835020,31.74,43.97,48,804367,324593,23.12,60.71,44.32,22.36,51.32,3,568448,23900
173,POINT (106.632746 16.660656),296680,71.11,26.13,43.42,14154991,89.27,944932,41.18,36.66,47,620817,999769,20.47,28.21,99.52,86.75,48.64,5,814495,21885
174,POINT (106.953093 16.905963),434362,11.64,6.24,65.7,10648635,96.02,426323,99.54,30.05,78,327238,412777,37.71,76.39,60.73,48.23,43.25,4,483266,19403
175,POINT (108.403735 13.252535),680822,55.24,88.26,4.71,2309429,3.45,932772,39.24,58.57,67,584256,65939,39.75,27.96,78.82,86.44,99.84,1,88108,8181
176,POINT (106.017614 21.351762),666654,34.86,75.59,84.17,10461927,90.36,857333,74.42,72.61,38,43780,448318,79.34,73.44,15.16,48.65,12.73,3,750993,20041
177,POINT (103.987245 10.282216),15378,97.89,61.85,5.23,1443059,53.29,248387,23.08,85.1,62,219399,267854,90.1,30.3,21.8,38.62,23.63,2,879179,3717
178,POINT (107.881654 13.062646),268747,47.0,69.92,95.25,9705547,95.62,900490,67.7,22.19,71,73359,785059,95.24,96.15,80.1,1.83,84.71,3,113211,22733
179,POINT (105.937479 20.936460),843983,53.52,19.92,54.2,4801632,23.06,754829,54.98,54.59,37,729743,60303,21.35,4.94,26.06,36.51,48.1,3,365016,23510
180,POINT (105.200409 9.000595),921759,0.01,70.66,17.5,13712548,69.97,979786,21.61,65.48,79,318575,753661,51.0,20.78,97.06,44.91,18.57,4,603289,12771
181,POINT (105.736613 10.663795),844143,91.92,90.83,32.51,5614004,1.27,4525,44.74,61.23,41,550906,501271,66.74,32.41,1.63,30.18,74.69,1,571688,8823
182,POINT (107.347588 11.351710),411922,6.32,94.71,80.73,2666689,65.06,744920,94.27,10.86,79,404188,712276,42.94,10.74,61.45,29.89,50.75,2,256582,4258
183,POINT (102.535775 22.035846),659213,26.88,56.17,87.58,3069432,80.39,720758,20.59,19.43,26,710473,616023,92.64,42.14,48.63,96.65,91.37,2,923741,12761
184,POINT (106.455590 9.997181),572759,24.98,99.17,74.96,3896409,12.3,818577,18.32,15.25,76,536004,181409,64.01,98.6,84.3,48.02,24.21,3,809644,4649
185,POINT (105.297013 10.535509),396048,83.62,23.54,81.34,14566844,16.88,649789,53.36,12.8,55,772034,547325,14.0,18.48,17.69,59.24,91.73,4,258723,13591
186,POINT (107.962621 11.594704),786026,48.2,63.73,89.23,5135377,71.28,293903,99.43,46.49,78,463372,4572,94.58,85.99,14.2,5.36,4.59,2,806291,3532
187,POINT (104.555816 21.533124),392157,64.75,92.94,83.14,2652568,83.29,809056,49.22,7.38,36,763870,336037,45.18,10.23,93.6,56.23,80.22,2,650388,13555
188,POINT (107.443054 14.013557),825089,88.58,47.97,65.37,12852987,71.94,341135,99.95,61.93,72,488817,372684,40.85,41.98,98.87,79.33,24.64,0,973018,19908
189,POINT (105.674664 17.902209),183215,18.51,48.85,81.21,12875509,32.25,949503,99.26,88.25,27,675718,927496,88.35,6.15,46.37,6.48,29.96,1,360495,9744
190,POINT (108.032662 12.651973),756840,6.18,55.37,44.83,2339870,0.43,821355,82.04,49.7,60,976339,492013,8.55,26.03,71.71,7.94,39.04,0,835817,3055
191,POINT (105.581550 9.590082),403851,79.37,5.47,50.45,10918415,42.2,247938,36.17,83.05,27,693367,287500,92.21,92.08,77.53,34.23,3.36,4,563095,4389
192,POINT (107.950099 15.444788),541951,82.72,91.95,28.41,5899872,35.25,435611,0.04,58.38,63,589034,764839,4.23,56.92,67.33,84.66,54.05,5,487403,7022
193,POINT (104.967842 20.246201),284928,48.07,23.57,93.48,13693595,76.75,311376,24.92,72.75,56,42424,935687,77.48,87.79,12.03,54.46,41.46,2,379180,21545
194,POINT (106.224413 22.007875),322031,43.96,19.67,80.05,9854117,87.08,317672,56.32,74.46,27,341597,543834,4.1,35.78,84.4,61.92,36.45,5,335771,17609
195,POINT (108.408913 12.352198),25606,71.18,89.94,20.02,1059191,33.96,82249,32.37,47.32,24,421293,147656,40.28,30.34,48.79,32.26,80.65,0,577439,10634
196,POINT (107.621923 10.702376),351032,88.76,14.87,91.51,13742163,49.1,4857,62.2,67.53,35,818761,850612,16.06,86.32,53.6,88.26,98.17,3,210498,22015
197,POINT (105.949600 20.350606),808419,26.14,81.43,41.08,6395710,20.28,545455,41.96,15.55,76,19592,404946,83.83,61.59,81.43,27.72,18.07,0,578166,20920
198,POINT (105.184794 21.693254),646258,55.38,4.75,64.89,14598224,27.59,262540,23.31,47.39,65,849673,743919,69.2,69.31,94.97,11.19,85.89,0,22755,13074
199,POINT (107.763925 12.595485),62588,12.58,74.08,36.6,1124237,31.03,287484,44.01,46.91,43,356770,49502,53.83,37.87,92.7,69.5,12.95,0,915637,6496
200,POINT (108.059034 14.028514),164073,3.47,96.29,76.88,12551922,86.26,957849,94.82,78.13,31,133981,989306,66.17,8.22,83.9,20.99,20.48,3,572378,9709
201,POINT (106.434592 21.915159),755356,48.91,40.26,26.03,13990231,66.06,143116,27.56,0.37,49,728704,383641,87.58,89.67,14.28,23.26,59.94,0,516614,22836
202,POINT (105.151140 23.198065),468004,7.24,67.6,51.16,6874136,8.66,495254,76.3,95.54,60,721176,779559,69.2,91.77,56.27,8.45,88.68,1,338112,18390
203,POINT (108.938803 12.308649),57694,60.83,91.25,57.11,1750756,16.11,696474,96.14,30.31,37,864090,971164,99.32,72.18,56.14,29.67,78.9,3,788383,19290
204,POINT (105.882373 10.706572),138836,5.06,69.6,31.92,2632940,64.04,156571,97.98,25.34,72,143876,601056,17.94,22.58,69.25,24.16,99.53,5,421361,21797
205,POINT (105.094736 20.243715),225148,66.8,4.7,45.92,9239389,44.52,22474,86.07,7.09,38,55479,692843,93.4,52.74,0.33,62.9,23.29,4,649597,20053
206,POINT (108.442963 14.374750),24203,7.15,67.94,22.9,11811671,87.33,538822,71.13,80.63,46,587346,909215,86.93,45.81,7.4,9.91,30.79,4,181563,6326
207,POINT (105.539138 18.984648),723241,90.41,66.18,78.1,3820757,14.46,500353,57.86,91.76,67,934630,537231,82.74,54.18,85.43,19.19,84.57,5,472720,4354
208,POINT (102.887764 22.165869),411532,51.46,41.19,70.27,2028019,6.09,803370,20.01,60.23,42,972409,495291,50.73,18.38,45.55,49.61,53.09,4,528444,19266
209,POINT (105.330315 21.994456),611756,67.38,23.61,87.43,7604594,87.8,342352,93.35,24.65,51,766734,166581,90.4,29.97,79.69,25.5,0.04,5,654488,20018
210,POINT (104.661982 22.565230),675458,75.21,23.21,83.81,5515711,94.33,638407,22.74,88.87,60,927627,586597,40.83,88.58,34.33,92.37,92.54,0,909494,11911
211,POINT (108.695785 14.095885),648095,35.09,92.46,80.78,1729400,69.18,970288,74.53,98.7,35,113091,30882,96.3,48.39,33.57,61.57,4.8,4,414991,5894
212,POINT (104.986299 21.198340),447958,40.74,31.9,21.21,7730742,63.92,720929,77.79,18.63,39,334280,522509,49.83,74.61,79.89,94.13,40.32,5,907785,5940
213,POINT (104.324644 22.293691),977762,46.44,0.02,58.48,9915017,25.63,145418,26.18,97.97,40,647609,5867,57.03,50.35,36.3,27.04,33.37,5,193028,22717
214,POINT (107.935767 12.171447),314649,46.42,30.6,79.21,12905122,25.94,832353,33.38,27.27,41,256279,824015,6.89,26.43,13.14,53.61,30.86,0,772734,15922
215,POINT (108.838473 13.296878),642486,52.53,41.49,72.17,2981133,78.02,594490,61.87,65.14,27,279198,279638,77.89,8.78,94.95,17.98,52.66,3,607668,4526
216,POINT (108.839915 13.631917),758593,54.78,24.87,76.8,1577306,54.15,537858,2.79,43.94,37,551721,724140,67.87,88.24,60.73,76.29,88.0,5,807172,14764
217,POINT (103.480553 22.411941),388490,16.0,9.98,99.03,7842476,76.41,219740,80.51,45.17,27,753770,330906,43.81,0.83,18.45,78.02,24.53,0,323453,8601
218,POINT (109.061847 13.869129),819344,64.94,38.78,95.86,6554980,70.59,439848,39.81,47.76,68,845673,332724,79.86,82.84,81.64,5.58,62.45,1,850393,14451
219,POINT (107.098583 12.187846),36932,97.14,64.49,71.29,11801670,20.78,127623,63.28,3.09,40,510320,465456,2.65,83.01,95.63,7.86,32.06,2,317424,20555
220,POINT (104.108619 22.707520),488262,35.65,45.68,73.22,10769878,48.51,105455,67.15,24.02,71,601392,955202,46.25,7.15,61.54,7.42,15.11,4,105047,12978
221,POINT (105.639490 18.670754),279758,19.17,34.73,74.94,3784900,77.64,823730,6.71,69.46,33,813811,630234,17.34,81.85,99.22,48.18,60.04,3,633753,10909
222,POINT (104.574253 20.828529),439392,67.25,45.79,41.52,9211233,83.3,739743,84.89,55.11,24,473490,488382,95.86,34.41,22.46,95.84,57.7,3,724092,2044
223,POINT (105.397171 19.508179),71148,57.9,28.12,76.57,8472242,90.1,832615,6.99,61.31,32,400063,413149,26.34,26.3,9.79,14.25,19.45,5,9928,17285
224,POINT (105.966163 22.235095),205685,63.22,10.13,4.93,10858093,33.5,170707,24.68,92.66,64,681122,394436,63.43,77.84,85.01,11.53,37.13,2,906032,18056
225,POINT (105.040001 23.070233),896159,19.75,29.28,49.79,1344866,73.51,737496,78.13,84.78,31,5890,541790,83.62,94.55,40.8,67.55,93.62,3,268358,23876
226,POINT (105.428708 18.829729),372543,86.95,28.22,86.11,4393489,93.9,822206,18.04,5.25,20,783499,305996,90.67,96.71,1.87,91.83,21.43,3,900602,12756
227,POINT (106.372040 22.029770),525700,50.16,27.28,5.2,14783690,2.57,474032,39.29,40.14,75,346096,911337,66.46,11.01,92.8,77.98,55.38,3,794407,6188
228,POINT (102.867399 22.435651),139654,14.53,52.2,66.93,8072616,27.35,624245,56.01,6.68,25,889741,109143,25.09,59.84,62.49,91.28,22.38,2,520492,8373
229,POINT (107.402300 21.074331),369874,80.04,9.53,44.03,10078261,35.15,434040,29.31,74.53,59,966510,241093,51.96,17.97,46.42,3.22,77.85,5,697484,13080
230,POINT (105.509346 18.231014),273175,1.22,96.25,46.57,14894650,2.84,614211,71.21,39.43,25,988872,816829,17.46,65.05,90.64,1.95,69.28,4,221328,8479
231,POINT (106.108831 22.427649),253012,54.65,14.41,52.19,7242992,24.59,736499,96.51,79.1,52,750649,765815,51.89,89.04,75.46,21.89,38.16,2,245720,10427
232,POINT (108.639692 12.740992),145295,19.44,9.32,82.03,2295035,95.71,513250,2.33,83.45,20,239479,465110,96.3,61.9,37.35,58.02,67.1,2,56664,6874
233,POINT (107.712673 12.992533),919153,7.45,68.72,78.6,12309043,8.68,759032,21.86,87.89,30,575681,252975,1.78,17.49,52.75,49.32,92.26,2,971533,21824
234,POINT (105.431077 18.213481),68464,41.46,66.27,9.75,7169717,82.46,772928,8.41,26.4,62,413987,657483,73.02,96.72,53.42,40.63,29.0,2,21073,19211
235,POINT (108.815375 12.463050),312550,14.78,2.68,90.16,11803761,81.59,914167,10.72,64.97,45,419272,828134,8.16,24.01,52.56,90.65,61.75,4,475066,18886
236,POINT (108.064059 14.160189),359243,95.25,6.78,48.81,7105547,57.12,607159,56.16,58.52,31,78376,744961,16.06,4.91,3.07,52.78,63.71,2,762740,24291
237,POINT (109.090550 13.683053),406237,79.1,67.17,8.72,5267549,80.83,953223,57.09,81.33,63,831458,583238,90.05,68.02,83.91,76.98,32.83,0,475860,23036
238,POINT (103.376331 22.174750),88642,98.92,58.48,77.81,11165073,95.28,918742,6.94,0.49,68,266365,848401,3.9,52.22,79.85,28.41,37.37,4,643774,20192
239,POINT (108.221609 14.247467),990387,33.11,86.67,98.32,1815478,38.89,899212,10.27,2.92,61,844493,147168,0.26,2.01,85.68,81.95,33.23,2,225020,1328
240,POINT (108.494764 12.194638),490075,89.69,93.94,51.73,14421130,34.03,239607,20.87,82.37,55,973177,764631,72.52,54.33,73.75,98.18,0.17,5,435315,6618
241,POINT (107.219464 10.697520),690792,36.3,62.81,34.74,10962118,97.58,71944,78.22,47.33,24,938886,327574,62.09,77.3,44.44,46.59,98.07,1,442823,21803
242,POINT (108.542721 11.282339),989512,41.47,58.88,78.08,10829718,67.37,845183,77.05,89.78,76,740349,699727,21.4,5.23,93.15,80.99,68.54,5,322294,6646
243,POINT (107.450156 16.243770),841595,51.78,98.03,62.46,7466404,60.99,326068,77.62,93.69,43,300727,112097,52.56,22.31,49.32,74.38,79.0,0,17804,9232
244,POINT (105.674215 21.219683),322048,53.61,28.29,3.85,4428121,47.57,498981,58.59,37.27,39,971421,262987,40.05,42.94,36.55,13.05,45.77,1,184099,12540
245,POINT (108.701626 15.107287),864839,49.88,12.28,7.26,10756290,82.25,572376,9.7,22.58,46,57261,39371,62.65,60.35,42.18,58.53,3.88,3,440253,2073
246,POINT (105.402073 19.325146),89569,33.94,84.72,32.81,6950028,59.71,965546,31.35,15.16,29,876930,308467,98.7,39.67,98.58,48.6,21.65,5,710703,12935
247,POINT (105.631971 22.266839),538541,58.47,57.72,23.21,6317853,66.57,581602,48.78,25.0,71,370268,519473,59.97,59.62,90.82,35.99,43.18,2,47842,9466
248,POINT (105.738600 22.487167),83234,26.1,52.77,18.88,7915419,23.78,541723,80.9,43.61,33,602510,821090,97.18,91.99,0.71,42.89,56.19,0,460979,3060
249,POINT (104.018732 19.308272),872841,68.05,49.5,94.04,12304691,60.95,670871,34.2,32.53,25,356670,174738,30.13,41.04,50.86,34.78,1.57,3,251980,5216
250,POINT (107.678051 15.935998),890730,45.05,84.45,65.29,8266804,49.99,289202,4.2,46.24,65,777066,344493,25.2,26.31,37.05,3.01,41.84,5,552965,21537
251,POINT (107.366259 21.512186),976535,49.04,47.76,13.19,12919020,86.66,282077,31.4,58.88,46,791906,899215,74.45,7.32,2.61,10.31,65.06,3,679115,22391
252,POINT (105.692707 10.307780),98400,13.68,92.94,86.03,6046835,9.63,11131,67.97,0.16,69,767984,210914,12.32,16.51,37.88,87.09,2.8,4,443194,19564
253,POINT (105.894326 17.624450),552153,69.15,11.0,18.44,3053754,14.17,469426,96.1,32.52,50,723286,282180,35.66,35.75,12.5,18.83,8.46,3,147082,5628
254,POINT (102.627789 21.886412),598683,99.4,89.83,82.05,7215876,71.06,557048,87.75,31.42,55,655789,312492,26.79,70.55,22.08,46.59,47.96,5,601871,15889
255,POINT (108.800285 12.803279),916046,89.96,3.32,74.91,4716784,69.83,928051,31.93,95.56,22,358105,295214,13.66,39.72,42.75,0.17,64.37,2,881368,19532
256,POINT (106.205875 21.297305),275099,2.65,33.56,65.37,3893809,6.55,163879,92.62,47.27,24,642879,157896,74.07,98.55,0.01,48.68,81.61,2,693050,13561
257,POINT (106.295261 17.973301),345169,43.56,75.47,7.81,6086646,58.88,712853,98.79,36.99,64,696921,430754,41.06,31.1,30.84,75.3,80.96,2,420386,20421
258,POINT (106.216782 10.525434),561878,30.65,42.78,21.71,4898650,70.98,110005,63.43,6.35,40,232549,629798,59.97,54.77,58.15,70.55,71.15,1,612396,8248
259,POINT (106.232033 11.691715),124256,9.65,76.29,85.85,9280153,22.9,527509,1.27,71.87,45,669346,445950,6.7,72.95,99.81,58.51,25.91,2,503051,22488
260,POINT (108.826932 14.180924),603029,30.54,53.2,61.33,2996348,45.59,619205,2.79,67.22,36,486806,109386,99.48,67.75,52.04,44.11,33.06,2,26923,23404
261,POINT (106.978360 20.979073),301543,3.8,41.15,7.59,1460881,59.53,781386,61.07,49.6,49,102026,11074,85.39,79.17,96.39,78.58,51.28,2,682743,16398
262,POINT (106.178188 22.090156),339036,27.49,50.06,18.94,12950731,20.76,966613,29.13,52.88,37,13822,379833,93.03,89.5,64.9,21.44,45.2,5,207382,17570
263,POINT (107.743454 13.370296),882838,33.37,83.25,3.21,8280491,9.03,281096,23.11,90.51,63,50075,259653,64.7,28.63,12.06,21.69,53.2,5,754402,18251
264,POINT (105.063748 20.951406),464976,30.78,45.4,81.92,5153378,28.8,249895,31.82,57.68,64,769053,329202,32.53,65.23,90.47,46.53,38.45,2,987480,1552
265,POINT (106.484423 9.548683),821126,92.29,36.13,58.51,12563860,16.94,786669,55.06,55.39,27,2063,659051,48.89,7.88,0.55,65.72,24.07,0,298669,21087
266,POINT (106.286637 9.822041),714205,87.73,63.63,50.79,9585173,37.72,757582,10.41,82.7,51,844930,76457,67.39,25.93,75.55,23.25,20.25,1,823063,11640
267,POINT (107.089985 17.018392),20109,68.69,76.21,3.95,2366092,47.79,296479,68.86,70.0,32,554194,774077,82.58,60.14,64.38,50.07,22.08,3,58595,14973
268,POINT (102.965386 21.885543),661263,45.85,36.6,46.07,1375492,67.31,774813,43.25,32.3,47,974775,700489,79.4,72.32,87.39,76.06,61.04,4,831506,7961
269,POINT (106.753825 16.618198),915330,13.11,5.54,48.32,10732962,54.45,582845,58.38,87.72,75,746373,648907,63.7,32.25,80.95,22.11,45.0,4,969276,16625
270,POINT (105.580147 22.381815),559584,65.76,35.43,3.28,6667932,77.47,404053,86.59,36.18,57,181809,350813,65.97,74.88,24.79,32.02,91.74,3,945970,23643
271,POINT (103.273194 21.832991),6476,44.43,20.84,99.27,7281511,37.93,297677,10.77,51.21,44,512899,490730,96.4,34.02,42.74,61.1,25.75,2,557241,12280
272,POINT (106.564051 20.377538),875147,44.71,91.71,0.99,2491462,25.05,79112,91.8,52.7,32,312898,178608,2.62,20.74,68.67,12.35,8.39,5,46005,12696
273,POINT (107.954762 14.829600),299131,99.26,56.53,25.95,8946755,62.95,103920,14.94,24.01,40,962705,523934,72.85,8.87,89.83,40.54,99.89,1,972320,14288
274,POINT (103.176459 21.686666),61990,62.4,99.65,43.4,4425462,31.28,442650,54.41,8.81,73,9460,421062,51.71,12.14,82.07,86.39,13.11,0,337855,10944
275,POINT (105.775489 21.775688),958298,90.01,27.42,11.61,14676822,32.49,571910,99.35,62.72,26,837413,524072,17.97,99.84,15.94,43.54,75.23,1,913044,12387
276,POINT (107.536697 14.678273),329799,86.68,71.43,93.88,13463774,69.9,11507,17.31,76.11,39,808840,784827,55.25,97.86,25.44,69.13,42.63,4,133361,16316
277,POINT (105.343793 22.741905),118016,44.67,47.9,78.66,10092714,59.29,715656,74.59,9.26,33,569207,128423,59.5,23.62,77.81,58.86,71.71,2,956890,17501
278,POINT (106.053782 11.763954),17267,85.06,0.22,59.61,11167214,44.93,562635,1.95,41.01,75,226193,207704,92.57,1.08,39.56,1.9,85.35,3,666407,2917
279,POINT (107.686980 15.707770),304593,48.21,90.55,36.05,1436466,56.19,617118,65.26,70.06,23,769335,11693,79.85,56.45,79.73,60.69,33.93,2,405450,8388
280,POINT (102.709939 22.029630),370180,17.05,20.29,2.15,5310876,46.21,990787,30.57,67.03,59,767514,371746,65.03,32.13,73.44,98.68,42.69,3,923402,17155
281,POINT (107.025115 11.775918),302287,24.39,92.07,57.35,14290173,1.09,236604,83.87,93.31,61,296776,49704,70.52,2.98,80.86,18.93,45.1,1,77889,11024
282,POINT (105.756465 9.662343),303843,65.71,89.44,77.45,9120041,2.9,121132,91.65,61.14,67,812658,213965,55.1,3.99,78.74,69.0,19.5,3,902153,3407
283,POINT (108.288009 12.222068),118805,53.57,87.11,23.38,3094978,90.89,687383,27.36,33.96,41,916348,994983,61.88,39.15,40.03,27.21,93.67,3,78984,24529
284,POINT (106.104894 10.469422),161472,62.01,87.94,48.64,14273407,21.5,1324,13.69,61.48,29,552431,738253,57.33,99.12,8.65,11.03,27.1,4,550481,5496
285,POINT (107.180720 11.881076),26757,10.66,29.07,26.1,6734153,52.18,977391,36.22,51.26,26,636546,180285,53.73,23.73,84.09,36.44,56.48,4,250894,23201
286,POINT (107.477511 13.972989),302841,77.73,46.98,6.75,1538695,96.77,502843,66.2,46.23,80,357172,83317,60.27,82.14,63.15,64.07,39.13,0,291182,20995
287,POINT (106.751489 16.859522),868912,51.11,45.47,87.6,1917501,27.96,738999,42.86,45.21,69,566136,995060,56.63,72.7,26.93,18.69,33.81,1,118615,3346
288,POINT (106.215680 22.115087),822514,77.06,84.33,2.1,4122980,40.19,601581,57.37,28.14,37,579568,802550,5.93,19.88,44.93,3.92,30.29,0,271541,15420
289,POINT (108.463438 12.149889),715665,85.2,18.23,60.11,12824044,66.84,713318,52.44,20.76,58,705070,684692,84.59,80.25,23.01,85.57,44.21,5,734005,14694
290,POINT (107.674692 21.568216),271392,10.32,61.8,79.01,7974711,61.17,35762,6.63,10.3,38,62320,536547,86.46,99.09,39.7,43.53,91.45,0,215458,11937
291,POINT (105.299539 9.325792),249929,37.1,76.47,56.2,2258737,38.12,633973,69.39,44.54,28,41093,958081,42.79,65.81,67.64,17.19,64.99,0,111214,6078
292,POINT (106.561714 11.020944),101894,80.35,7.54,45.22,10483279,67.37,376020,54.39,97.16,34,272805,19503,24.96,41.7,48.87,24.46,31.64,2,415122,13576
293,POINT (105.174067 22.004174),873334,10.35,27.59,46.35,6507224,93.34,977476,46.86,64.54,64,318156,274742,61.47,65.89,88.47,65.82,22.62,4,929309,11952
294,POINT (102.888955 21.460889),449161,81.76,30.68,35.51,9854439,40.1,187763,83.05,55.73,36,117675,690652,53.18,66.12,82.53,32.87,27.64,4,775833,22594
295,POINT (106.531864 11.747493),876947,47.42,45.98,1.22,13443894,97.52,582640,17.4,4.18,47,896019,781039,57.11,84.43,3.46,22.17,12.52,0,175571,11506
296,POINT (106.491129 20.651778),299383,56.38,54.92,46.49,11457914,56.58,174620,43.05,93.26,71,734986,981131,8.09,63.85,96.54,98.43,24.4,3,40676,9728
297,POINT (102.955744 21.853370),153369,61.3,30.22,35.98,12818709,57.46,371143,93.49,15.86,22,907549,87369,67.82,53.67,86.33,98.35,25.88,4,344262,23926
298,POINT (106.003822 9.913468),89163,18.07,72.91,27.42,3258436,2.79,364802,64.11,11.61,64,738708,864986,60.64,6.93,41.01,84.33,12.44,1,370011,9055
299,POINT (105.395136 20.577554),817190,0.83,35.32,13.83,3087862,57.83,672786,60.45,51.61,41,146893,325069,50.8,1.73,25.75,16.47,46.04,0,461816,21413
