id,geom,Income per Capita,Internet Access,Migration,Health Facilities,Literacy Rate,Death Rate,Registered Residents,Unemployment Rate,Vehicle Ownership,People Density,Households,Family Identity Card,Average Age,Water Access,Employment Rate,Population,Electricity Access,Mortality,Birth Rate,School Enrollment
159,POINT (100.721005 0.041234),13362967,61.31,66.56,702022,83.7,71.94,430906,38.13,5,14165,652482,885745,45,41.18,54.77,742155,21.27,75.68,93.58,67.12
160,POINT (118.879203 -3.426599),12042465,10.55,73.76,896877,59.48,35.63,284150,14.8,4,24357,212410,652600,24,5.1,5.68,339624,3.72,91.19,19.8,97.23
161,POINT (118.357439 1.314853),1212228,37.46,94.13,729676,94.51,41.99,341320,24.31,3,7378,755259,768596,74,38.96,34.71,36379,84.91,89.31,37.3,82.1
162,POINT (137.669923 -5.208345),4156835,81.18,64.07,186813,49.14,33.18,924673,43.21,1,1052,941195,859840,21,44.07,85.83,161838,80.67,40.34,85.74,35.83
163,POINT (114.971980 2.262070),13862698,15.87,33.19,569183,6.06,94.82,992764,64.94,2,4853,82587,450406,58,5.7,65.37,918816,11.53,17.12,12.59,84.44
164,POINT (117.550975 -0.588209),14939873,12.34,97.09,268445,43.72,19.99,970209,50.56,4,3604,870287,364925,67,12.74,13.99,816338,96.03,66.05,39.39,2.11
165,POINT (123.736580 -9.992359),7208199,62.4,76.89,547561,9.3,84.49,494426,76.82,4,12009,334080,362551,67,70.75,33.47,916920,46.07,7.93,51.2,32.61
166,POINT (113.236847 -1.795809),14185262,74.96,21.53,686808,76.44,83.57,457515,98.59,2,10030,33710,499505,50,1.18,13.77,767651,40.12,64.51,42.69,9.83
167,POINT (112.797308 -2.187404),13974861,27.35,46.6,862108,0.86,81.28,541069,15.69,0,21523,520819,936262,76,80.55,60.83,869266,48.15,62.29,2.66,68.81
168,POINT (134.094053 -3.791821),5416676,55.18,46.96,681340,85.68,96.62,740147,67.62,0,9498,537226,353141,61,61.73,59.9,930563,41.62,53.56,76.09,34.41
169,POINT (98.438970 2.847787),4058490,91.35,28.87,883772,57.46,59.08,74495,83.75,2,2121,40352,800925,63,44.62,9.43,382269,46.86,51.56,49.0,86.66
170,POINT (116.691270 4.083096),5231286,41.32,27.37,293342,58.74,95.28,697209,42.89,4,23946,110746,815658,40,72.0,65.22,235299,73.45,77.18,10.95,17.39
171,POINT (105.233252 -2.758331),4813410,91.29,74.68,625531,63.01,48.55,591992,85.74,5,21748,413230,595786,24,39.43,11.88,265494,69.73,9.0,16.44,62.81
172,POINT (121.918504 0.565639),3980550,81.61,31.73,515769,33.04,80.38,30620,60.2,4,17602,33576,355864,64,39.53,42.99,320991,8.63,52.35,58.43,31.88
173,POINT (115.989075 0.403539),5913496,10.53,98.91,384525,34.53,58.7,988634,61.47,5,12375,57736,654152,42,73.42,49.41,999595,9.13,83.65,44.19,75.67
174,POINT (121.842951 -3.464163),11167006,44.5,48.76,37344,11.08,48.73,576767,67.75,5,18356,689544,355475,37,41.26,88.4,451657,65.95,63.05,57.88,85.36
175,POINT (119.724549 -4.903188),4144216,27.17,27.52,356868,22.77,8.85,837443,64.49,3,14227,22609,69771,41,1.95,80.05,188906,96.49,69.08,4.2,34.55
176,POINT (117.891404 1.330411),6806175,46.31,53.84,744864,12.65,55.16,108225,33.6,0,1154,435646,543548,21,7.77,61.14,65665,31.24,5.73,79.74,21.92
177,POINT (122.359364 -5.257451),8823541,10.12,30.7,969324,52.62,33.56,487205,25.76,1,11554,397265,776541,57,40.18,39.37,688978,10.96,31.28,14.8,9.0
178,POINT (115.733720 2.197863),3810098,7.41,81.71,333502,76.76,85.03,621519,8.18,3,2157,899220,274553,21,43.28,56.06,91882,19.03,83.26,47.75,35.86
179,POINT (139.069842 -7.276206),12569016,72.11,49.75,348074,19.3,41.21,611294,72.87,2,14880,551163,323543,34,7.02,81.64,239270,22.75,90.9,1.74,85.06
180,POINT (120.820235 0.634714),13190950,58.57,7.45,208722,97.23,75.79,946497,20.82,3,16692,844765,174011,76,73.84,83.67,145349,10.37,79.84,90.09,22.61
181,POINT (112.603587 1.098647),6830087,73.26,56.38,251193,15.18,48.53,972681,93.08,5,15092,775413,901273,39,87.3,27.97,670028,99.27,50.74,76.34,10.21
182,POINT (98.732498 3.299940),9190729,64.04,13.48,109982,96.48,50.48,349848,34.81,4,6240,647864,530049,75,28.12,65.09,203357,62.18,99.65,25.45,33.84
183,POINT (136.512863 -3.289595),12206905,32.87,45.91,688274,40.3,25.63,711393,56.16,1,16448,231315,151832,75,6.65,47.73,289628,56.48,21.04,38.04,95.66
184,POINT (97.145632 5.171100),14808644,18.62,50.62,115406,10.02,17.12,161830,89.77,3,12207,414619,79290,76,73.7,67.85,253239,55.9,44.69,68.26,1.64
185,POINT (103.511482 0.684126),6725638,26.94,38.58,780172,37.12,76.63,374879,36.58,1,3000,528281,290765,40,71.51,29.29,623256,21.52,1.37,91.3,45.3
186,POINT (116.557441 -0.622926),12457699,17.37,44.51,401747,55.35,42.51,22700,84.2,2,17612,866889,4298,51,44.64,24.16,292848,38.37,88.66,22.82,56.69
187,POINT (110.269648 -0.169048),12481716,37.45,19.7,343147,77.79,33.64,847476,87.03,3,24136,520522,367163,20,28.64,49.2,417930,77.63,1.33,21.6,30.49
188,POINT (122.579970 -5.127712),13424991,77.65,93.31,169789,94.09,22.87,36535,54.34,2,5262,886942,901459,47,67.5,93.71,700617,39.16,72.99,38.92,84.48
189,POINT (111.419977 -7.657024),13674598,87.8,8.93,664181,35.6,57.49,163317,21.53,3,13451,738544,108526,40,23.62,90.09,95142,71.61,53.51,91.18,78.01
190,POINT (134.215676 -2.835855),9163392,12.7,8.59,514534,41.32,77.32,260439,38.64,1,9426,27458,820396,34,51.0,97.33,455012,79.96,98.75,60.38,81.02
191,POINT (112.345712 0.393536),13982224,74.89,26.24,518381,47.16,33.12,66315,86.39,4,12424,28421,189802,39,56.97,56.66,166199,19.17,12.96,81.66,90.31
192,POINT (127.799954 -0.129379),12372649,55.03,64.68,108210,62.57,42.52,532597,95.61,4,9836,906630,518108,20,52.03,40.56,584020,16.08,22.37,98.57,59.48
193,POINT (95.406158 5.412432),4734812,61.36,18.17,252124,16.48,65.58,723715,41.15,2,22882,854301,520235,36,6.14,96.25,726366,59.52,82.52,69.52,97.03
194,POINT (123.314073 -0.789289),12454345,15.24,85.24,173639,95.8,56.1,290855,84.88,5,7269,34333,935052,31,94.44,6.4,113254,77.46,47.8,28.1,94.17
195,POINT (107.125899 -6.608454),9121264,67.59,41.05,520518,83.37,54.25,101702,17.32,3,3761,910124,553365,52,75.42,2.67,593665,23.94,40.15,60.22,57.82
196,POINT (108.303127 -6.722932),11368577,68.39,72.19,960338,78.81,67.15,834915,99.35,4,8142,293931,537107,40,14.75,60.83,515467,28.5,62.34,34.22,36.71
197,POINT (104.379533 -3.736221),1760453,80.5,19.3,934744,36.19,55.12,293504,37.67,1,18150,186455,920336,66,3.53,25.36,704778,34.66,43.14,8.82,9.43
198,POINT (124.483786 -9.892872),3291472,86.51,70.56,783784,98.5,87.77,978609,87.61,4,9300,635164,800790,26,74.18,76.51,269389,30.52,94.84,63.57,70.33
199,POINT (98.404054 2.210179),13042614,11.69,65.67,885515,12.57,46.63,878462,17.32,5,11105,777838,348655,58,41.88,96.75,317142,98.2,30.51,90.31,27.09
200,POINT (117.825761 1.719974),9723222,18.5,32.09,992199,72.11,51.6,632164,68.41,2,21361,421083,712390,34,82.97,69.63,689502,48.98,99.31,27.55,65.22
201,POINT (111.990024 0.761490),1691907,46.1,79.99,323928,2.04,65.17,275793,23.72,5,4624,446623,975465,51,65.36,59.54,513110,45.91,8.22,18.86,36.44
202,POINT (116.586245 3.899443),11687989,27.3,36.73,705155,1.08,60.21,333542,13.23,2,9169,674522,448939,27,23.16,24.36,464405,13.37,3.56,43.47,9.74
203,POINT (104.299253 -1.966911),13291286,41.68,36.17,294815,28.25,84.95,379854,41.44,0,20440,101176,989581,42,79.53,69.08,560178,33.69,60.16,92.0,9.34
204,POINT (116.117241 0.482307),8928106,73.42,10.91,966424,10.39,99.27,583821,70.71,5,16116,137585,211613,64,68.28,32.34,547535,81.14,77.38,55.87,42.14
205,POINT (112.164633 1.158419),8225729,56.05,26.23,188903,87.82,64.99,430576,8.72,1,15455,455916,368800,35,87.81,66.7,612877,61.71,3.77,91.6,82.52
206,POINT (140.040684 -5.566477),8424940,59.74,46.27,168324,43.49,39.71,573845,46.31,3,7232,685160,417578,65,51.85,5.35,203239,61.18,38.79,4.94,25.53
207,POINT (98.579233 1.934471),4246205,63.83,41.21,424305,99.59,11.45,443429,68.74,3,12760,842099,212380,28,40.74,68.37,18573,72.11,64.33,48.37,90.73
208,POINT (109.876440 -0.575881),1904977,91.89,95.74,590808,58.52,50.7,677082,6.47,1,2945,513831,735724,25,1.77,62.27,725405,48.26,80.81,97.57,15.52
209,POINT (97.850208 2.900313),1901249,44.4,55.91,203343,15.09,45.64,10475,50.26,1,4903,402760,379334,59,70.12,75.01,477022,76.81,38.62,23.2,39.93
210,POINT (126.495083 -3.731108),14339037,54.54,55.43,385236,14.09,71.82,805043,65.39,4,14273,775820,173065,39,23.79,4.26,612016,81.54,46.95,86.92,1.31
211,POINT (105.777908 -5.832167),4210640,67.39,27.27,334524,71.64,16.61,862095,88.24,3,19584,344977,346219,58,89.79,61.51,727344,91.29,25.68,22.53,43.96
212,POINT (133.303500 -0.840533),13397664,77.71,36.14,2566,59.1,5.41,166348,38.47,5,20863,735863,98645,52,99.32,44.67,416786,36.91,76.75,86.75,54.53
213,POINT (140.762064 -7.285219),11653761,80.6,69.02,650571,9.74,89.98,530809,44.38,5,6512,522430,27430,58,47.61,21.54,199686,94.79,42.91,11.7,46.81
214,POINT (97.456586 1.218702),2930296,41.09,88.54,892437,47.48,5.8,828005,16.81,0,10168,650919,924422,22,73.91,77.2,341989,82.17,92.17,15.57,50.09
215,POINT (104.425276 -3.568817),13792183,34.79,22.67,855972,60.6,68.05,127641,89.25,0,16741,738641,304854,75,68.46,90.68,723260,37.43,13.4,26.69,80.31
216,POINT (135.598199 -3.444070),14408842,80.88,95.61,166543,52.38,64.35,40068,25.5,4,2848,652391,157076,39,36.49,87.97,230870,7.52,23.56,66.59,46.99
217,POINT (103.586519 -1.839373),4964858,63.82,67.67,819254,79.49,37.41,799401,17.63,2,22123,88754,309585,76,99.46,6.99,430998,51.79,91.34,18.48,69.03
218,POINT (100.236553 2.330000),1713607,19.64,90.76,902435,62.5,16.81,822617,15.69,1,11815,684765,550633,27,91.32,16.67,512422,40.27,7.38,72.6,69.01
219,POINT (101.477057 -1.608850),7465422,4.46,79.3,587572,60.12,93.81,471481,35.57,2,5529,62661,908282,63,75.1,79.45,545409,36.98,86.95,93.55,0.81
220,POINT (100.688876 -0.522972),4815826,27.75,47.12,654955,84.47,35.01,91569,93.3,5,21327,485047,10496,34,70.21,98.53,142719,65.34,43.78,49.21,30.27
221,POINT (107.236329 -6.615923),13182766,2.96,2.35,41755,37.27,79.65,619310,15.46,1,11010,724397,225027,38,29.1,45.78,251248,45.48,37.87,87.1,8.43
222,POINT (133.144160 -0.955787),9196359,8.58,14.1,361530,10.83,63.48,972079,70.43,0,2939,294732,541479,49,37.99,91.19,813619,98.76,95.14,82.59,14.29
223,POINT (102.941068 -1.587490),10729120,48.35,20.82,695724,28.61,22.1,321082,18.03,4,13181,190273,469711,62,36.88,47.23,848872,13.28,58.92,49.72,12.67
224,POINT (97.498228 4.622302),5955427,68.08,25.02,812988,15.62,98.26,814790,48.64,0,8727,716413,770211,32,1.47,77.48,258737,91.54,74.89,87.75,10.63
225,POINT (113.568790 -0.839257),1000345,58.28,37.87,591804,47.34,25.99,454389,83.39,3,2101,872928,982853,56,85.07,51.06,564625,87.41,87.18,42.27,67.05
226,POINT (114.067713 -8.372605),11682511,17.11,40.41,234185,9.04,56.99,213507,42.77,3,21805,461466,256934,71,16.62,42.2,817043,38.24,84.7,95.37,63.04
227,POINT (111.633071 -2.520519),9394999,51.23,7.58,417159,19.08,67.06,811097,93.39,4,6139,997640,821952,37,21.63,1.19,486228,27.82,75.6,70.67,27.39
228,POINT (109.997803 -1.164171),1769724,36.5,57.37,209248,24.56,69.57,92142,64.48,0,12005,382680,801553,42,26.64,25.64,944810,84.95,10.22,33.43,83.63
229,POINT (124.940323 1.076421),3290768,68.87,99.98,359015,36.47,16.69,787732,48.01,0,2941,4382,518647,50,71.19,43.99,876579,89.69,29.6,71.89,98.15
230,POINT (104.378395 -2.971240),14741798,40.6,75.11,509123,3.93,97.85,194625,62.99,3,18478,871627,188700,74,19.57,23.36,151500,95.39,26.75,15.23,94.54
231,POINT (124.078573 0.592935),9519155,23.94,99.63,207953,17.49,71.0,365032,68.51,1,4700,739163,249685,33,96.5,67.76,335068,6.54,42.14,39.32,6.76
232,POINT (119.853589 -2.976062),5923245,78.6,19.3,971615,93.16,52.2,166674,51.32,1,22346,309627,828468,64,10.16,46.78,519019,29.41,77.31,24.71,96.44
233,POINT (113.317439 -8.167086),12525147,59.72,45.0,56676,80.13,37.4,73559,17.01,3,13216,557019,147220,60,66.23,96.61,20430,53.65,65.41,54.0,86.68
234,POINT (113.735333 -1.125383),6797252,84.5,79.97,949174,2.89,57.28,25108,25.74,0,15469,966906,43688,35,25.27,56.25,279237,18.26,9.33,20.62,39.05
235,POINT (112.549279 -8.384971),12731627,42.22,12.23,987281,69.78,43.59,639704,31.62,2,21239,58403,380820,32,54.4,75.09,200840,14.57,35.24,79.2,10.93
236,POINT (112.236152 -7.738806),7100879,42.8,18.91,127150,29.19,55.36,302723,47.01,2,24261,205167,77876,65,44.55,20.43,131375,12.26,0.94,32.41,2.41
237,POINT (117.532531 2.613170),2180852,95.11,98.12,8125,19.14,83.24,921231,68.43,1,1858,747511,742318,58,81.17,24.21,371481,19.02,32.07,40.97,41.13
238,POINT (138.223619 -7.870232),11205579,16.91,0.08,142838,7.55,19.2,226565,14.28,1,5016,329779,984439,24,52.13,93.98,14093,44.82,46.11,34.6,26.5
239,POINT (102.640419 -2.514861),4129664,80.1,87.04,730809,84.67,70.55,371269,16.38,1,19323,677823,317196,38,15.89,8.05,216811,38.11,43.18,62.07,65.04
240,POINT (101.198446 1.899750),10880095,56.02,99.2,626708,59.3,29.04,608973,19.24,0,1394,916643,794748,76,6.36,26.08,48006,25.41,32.93,47.09,95.1
241,POINT (136.160309 -3.015404),4163095,68.39,19.21,441657,91.71,46.47,670582,37.84,2,10043,761885,984764,26,1.62,66.13,387472,68.32,90.56,60.38,89.38
242,POINT (97.717570 0.732607),4028188,71.83,15.86,130144,26.35,75.51,620786,37.21,1,9392,901676,742611,47,41.19,68.18,90506,24.39,87.54,8.24,0.68
243,POINT (111.325518 0.685232),9651698,1.95,72.3,50204,3.71,21.98,951860,18.72,0,1667,444312,272072,38,89.55,64.71,709066,31.86,49.97,80.87,29.84
244,POINT (127.742013 -0.171902),14720267,8.94,98.83,964348,98.08,78.5,310199,14.69,3,16421,693832,876977,54,38.25,99.57,17625,1.37,69.17,80.58,97.29
245,POINT (101.699913 -0.999823),10555519,81.85,45.7,283103,15.76,65.33,407974,48.47,3,13958,762405,945263,28,5.46,96.38,629259,77.61,4.53,52.06,58.68
246,POINT (103.680841 -3.743382),11424109,12.98,5.04,134803,17.89,62.04,851058,66.09,4,23388,51690,538500,78,98.81,93.07,931052,14.55,80.4,28.01,3.77
247,POINT (115.596198 3.372401),8051267,43.27,88.07,535522,33.56,27.99,714128,47.75,4,10900,687883,288141,41,63.61,68.98,810978,47.38,79.96,22.01,98.71
248,POINT (140.598738 -5.240360),3067141,92.33,51.12,788472,5.75,18.59,607428,10.39,5,20338,720164,633632,61,90.8,22.73,681188,6.72,25.88,43.0,36.44
249,POINT (107.839785 -6.360572),13912051,19.59,96.56,860819,52.58,72.94,560369,45.99,2,4195,194080,776769,56,21.56,52.52,997110,75.06,26.89,18.49,89.3
250,POINT (119.838899 -9.559988),3192903,30.03,68.97,745465,79.6,8.2,669043,86.16,0,4797,529537,655936,62,49.61,74.71,420961,27.39,10.21,72.95,59.25
251,POINT (99.873993 0.576360),4476678,64.49,7.3,530635,46.81,63.31,88830,29.73,2,9480,389376,419271,27,18.54,42.77,840256,56.01,51.97,30.75,30.0
252,POINT (121.766037 -4.245901),14400812,32.24,50.55,2399,87.15,30.11,120761,66.51,1,5746,615446,136075,58,54.45,62.32,163159,2.11,51.39,30.99,33.73
253,POINT (100.657062 -0.089881),9537263,87.37,18.49,80770,12.56,17.06,456501,83.1,2,5838,333806,187727,31,11.61,30.32,482802,37.35,47.06,85.26,16.42
254,POINT (122.411908 -4.088880),13198106,87.81,84.73,7895,79.62,45.13,803571,35.79,2,1407,505776,166772,30,68.02,62.0,762940,54.71,88.96,12.71,63.77
255,POINT (139.981026 -6.063827),6775965,5.2,34.31,292391,91.33,66.76,783215,69.44,2,11191,563208,304644,65,63.77,82.23,744393,70.31,2.34,59.45,37.32
256,POINT (111.172271 -6.946125),7038173,8.97,62.26,69429,61.51,90.11,847868,57.41,2,4872,907248,496154,32,23.56,56.19,699182,87.44,40.33,43.45,97.08
257,POINT (95.923410 5.313717),14092272,17.02,23.3,363359,24.81,97.18,50013,90.39,2,7588,905848,752613,28,60.54,65.69,796300,64.15,33.36,54.7,91.49
258,POINT (100.323636 0.393193),4919600,70.5,13.82,130066,57.91,30.48,54932,91.51,3,10734,449475,92639,40,38.28,56.37,334250,46.65,70.7,83.92,66.46
259,POINT (102.234081 -0.180115),7546562,69.03,0.7,349979,97.98,71.42,262187,95.89,4,2327,179321,729313,47,98.17,78.71,101175,51.41,97.62,34.53,3.77
260,POINT (114.991842 -0.176428),12934467,39.59,69.65,81034,31.08,37.34,24193,87.93,2,20691,968576,804013,67,74.0,74.13,887440,43.43,23.86,77.1,36.54
261,POINT (115.322411 -0.665831),8949110,52.79,72.12,124385,19.84,5.11,163369,90.76,2,8331,835427,32986,72,69.83,26.21,16894,19.56,30.7,0.69,1.38
262,POINT (112.661586 -2.547880),10245856,48.29,1.08,64579,8.99,10.47,657604,74.77,1,8916,214075,600530,68,46.84,66.59,833632,16.54,40.35,23.22,83.12
263,POINT (117.435959 0.842381),10455589,46.74,1.4,220711,82.6,79.01,35492,82.83,3,9073,28498,595669,73,46.39,52.5,219277,91.39,14.16,10.5,5.16
264,POINT (112.780284 -0.056098),13930976,28.56,85.03,229944,2.15,90.71,673877,82.84,2,13498,298558,160223,62,96.19,80.77,411301,55.44,65.31,16.75,99.34
265,POINT (116.520004 -1.441513),6020718,55.48,59.45,382610,75.61,77.69,407638,59.37,5,15634,6222,155553,66,21.15,90.18,336825,30.28,88.67,13.89,84.16
266,POINT (110.876421 0.898602),6287211,1.45,4.53,149082,58.34,73.01,758435,87.79,3,11341,262706,816412,68,20.7,53.24,214456,45.57,23.36,67.17,85.99
267,POINT (137.380676 -3.145415),4390986,16.48,37.66,145523,71.51,69.53,862356,58.35,0,18036,952185,203011,28,67.27,68.7,703377,82.68,64.04,95.08,55.17
268,POINT (139.576630 -6.232086),12673960,89.68,93.19,362144,44.19,68.94,777218,35.93,2,24814,127922,267905,42,21.31,86.88,668111,58.86,48.3,90.57,15.3
269,POINT (100.559691 -0.176757),5921410,36.05,55.99,505984,10.31,35.01,887260,82.53,3,18162,826737,731799,64,37.98,60.22,537902,21.39,15.35,16.21,21.82
270,POINT (137.716382 -8.280943),3280366,81.76,64.41,237291,50.22,52.36,463975,17.08,4,14296,353264,285018,69,41.27,72.39,906034,47.26,62.89,72.23,92.01
271,POINT (100.826841 0.216975),3082664,28.85,64.43,144670,39.66,57.92,546354,79.76,5,14262,79558,522338,30,92.48,36.11,416341,87.37,63.49,64.51,88.01
272,POINT (115.371632 -1.891274),7135465,35.74,66.2,645610,52.53,12.48,563001,57.76,5,9022,537830,699543,46,77.22,51.26,539531,51.2,7.14,95.6,84.11
273,POINT (131.321976 -0.914522),6291840,23.47,5.56,378809,81.15,60.83,463073,42.18,5,12258,59012,198846,62,73.15,60.07,279680,48.29,3.98,23.2,4.04
274,POINT (99.160223 1.876559),1212277,80.44,89.29,200243,6.91,23.74,907439,98.95,2,9474,904518,589696,35,7.14,50.99,774749,23.79,81.19,14.0,80.39
275,POINT (116.009627 0.496488),14951527,53.28,98.72,367877,92.06,27.41,76954,37.85,1,24552,61685,693308,55,66.68,44.22,403968,66.57,74.61,22.02,45.17
276,POINT (134.953337 -3.426541),11009134,59.39,29.73,986456,78.79,53.45,834344,71.01,3,18020,434654,605733,73,22.2,13.84,180563,13.46,10.81,46.52,82.07
277,POINT (96.522132 5.145844),12332376,89.2,8.68,786542,99.68,9.87,652858,26.79,2,10757,978140,605031,61,40.73,71.32,325983,97.6,53.27,8.25,90.29
278,POINT (110.287790 0.433729),9964615,33.4,17.48,701946,5.1,54.73,474824,92.1,4,11141,90621,252126,64,69.15,6.85,440201,28.7,3.38,11.79,0.9
279,POINT (135.525173 -1.644671),3612792,32.17,73.54,190843,33.19,34.05,873090,77.82,2,24891,987659,845277,49,3.84,87.87,251516,31.67,36.04,33.95,73.75
280,POINT (126.645007 -3.133841),14400648,27.1,90.71,2891,8.69,41.86,605152,60.37,4,17742,860679,724977,52,73.16,44.35,838317,52.67,48.08,71.11,79.29
281,POINT (140.133258 -3.462927),13973601,41.82,45.57,509692,62.94,54.24,228985,34.73,2,20493,72896,719929,62,87.15,60.24,546286,89.83,24.95,57.98,72.6
282,POINT (110.397028 -7.095874),4023067,14.05,41.72,247151,63.59,25.52,40935,4.39,5,11154,188380,997093,25,23.85,64.37,482043,94.54,84.24,42.16,60.19
283,POINT (110.846676 -0.644098),13759103,92.43,31.33,514513,49.17,34.49,979804,89.69,1,15769,690613,775864,23,61.8,47.51,46227,0.98,50.0,78.13,15.55
284,POINT (104.511772 -3.668282),1695545,70.47,3.71,532009,14.4,4.2,21562,71.15,1,2912,445428,939725,22,50.6,50.58,711823,1.47,84.06,17.27,96.53
285,POINT (111.423913 0.931745),7813776,35.5,6.75,611208,43.16,12.91,21440,77.44,0,5421,91474,918795,37,8.34,57.27,398132,49.28,72.26,12.72,54.56
286,POINT (129.290871 -3.162378),10989729,79.1,11.3,299987,13.89,97.61,642170,87.78,0,24954,482147,488063,45,66.2,16.37,402419,58.21,0.19,38.77,4.43
287,POINT (122.645507 0.563671),7071018,94.89,51.94,494280,86.36,20.73,718888,84.16,1,16386,254555,614362,38,32.17,30.67,48005,66.51,2.91,77.48,97.7
288,POINT (114.377530 0.457697),5321300,99.44,3.01,261254,33.41,65.42,499021,98.47,3,16148,376898,131916,76,69.33,99.33,381089,87.49,3.53,97.27,85.89
289,POINT (112.696455 -1.997901),3811688,94.53,38.99,454012,52.5,29.69,675643,40.67,1,10454,61981,810344,23,2.24,21.97,315321,12.31,11.89,45.07,30.9
290,POINT (133.213637 -1.962538),1058371,70.69,37.57,715889,74.54,49.81,394071,80.97,1,4178,579520,7386,66,45.39,23.48,105790,67.91,84.81,47.37,52.04
291,POINT (138.226435 -3.718502),9396692,3.95,13.25,381683,32.99,3.29,801668,94.52,0,17365,500360,78019,30,5.41,52.34,361863,84.78,55.55,57.06,49.27
292,POINT (110.548832 -1.044841),12614727,17.86,13.54,142383,18.22,30.59,106712,43.88,2,21850,400338,921797,24,71.91,95.77,901236,39.92,98.39,69.94,3.42
293,POINT (104.091673 -1.478193),13233780,34.62,32.39,586744,35.81,43.86,246272,41.43,1,24849,287399,372907,44,62.93,5.09,420691,33.56,43.57,7.12,73.96
294,POINT (140.561916 -5.940755),11724375,15.83,39.01,818271,37.23,93.1,153918,72.92,2,23973,746699,210577,73,11.42,74.32,404466,81.21,75.24,98.81,46.46
295,POINT (97.769462 3.986387),4064374,47.64,66.16,105439,11.64,37.4,317909,57.97,3,16527,756704,13441,35,24.95,38.63,585839,12.77,43.31,58.56,15.94
296,POINT (105.718035 -5.735720),9811310,1.89,68.62,362351,58.61,30.99,557550,41.22,3,1627,890591,960570,31,58.96,30.24,525714,30.27,96.52,1.18,84.69
297,POINT (117.044601 1.500968),12660022,97.94,16.07,21087,24.27,22.71,741102,21.43,4,16475,753271,44238,62,21.12,30.52,378449,0.41,82.33,89.96,19.18
298,POINT (110.795324 -2.404145),5241053,87.45,91.51,646579,55.55,67.02,444323,31.33,2,2372,168110,352355,23,50.76,24.32,729261,26.9,47.49,15.86,96.38
299,POINT (102.710284 -3.345564),4388011,19.83,99.04,501845,99.58,81.42,164272,11.13,5,24503,394895,419204,61,85.83,84.59,398883,32.19,49.74,50.75,46.24
300,POINT (115.310488 2.446207),5899084,68.21,23.79,822300,16.22,7.02,586713,73.76,4,21602,982901,314558,42,71.07,43.83,141100,89.45,63.52,84.86,11.84
